location;Basel;Basel;Basel
lat;47,546944;47,546944;47,546944
lon;7,568918;7,568918;7,568918
asl;283,69672;283,69672;283,69672
variable;Temperature;Precipitation Total;Soil Moisture
unit;°C;mm;m³/m³
level;2 m elevation corrected;sfc;0-10 cm down
resolution;hourly;hourly;hourly
aggregation;None;None;None
timestamp;Basel Temperature [2 m elevation corrected];Basel Precipitation Total;Basel Soil Moisture [0-10 cm down]
2021-04-18T19:00:00;9,480529;0;0,246
2021-04-18T20:00:00;8,700529;0;0,246
2021-04-18T21:00:00;7,8605285;0;0,246
2021-04-18T22:00:00;6,9805284;0;0,246
2021-04-18T23:00:00;6,7105284;0;0,246
2021-04-19T00:00:00;6,3105288;0;0,246
2021-04-19T01:00:00;6,2305284;0;0,246
2021-04-19T02:00:00;6,1705284;0;0,247
2021-04-19T03:00:00;5,7805285;0;0,247
2021-04-19T04:00:00;5,040529;0;0,247
2021-04-19T05:00:00;5,0505285;0;0,247
2021-04-19T06:00:00;6,2705283;0;0,247
2021-04-19T07:00:00;7,4905286;0;0,247
2021-04-19T08:00:00;9,040529;0;0,246
2021-04-19T09:00:00;10,160529;0;0,246
2021-04-19T10:00:00;10,5505295;0;0,246
2021-04-19T11:00:00;11,130529;0;0,245
2021-04-19T12:00:00;13,430529;0;0,238
2021-04-19T13:00:00;14,120529;0;0,238
2021-04-19T14:00:00;14,5505295;0;0,237
2021-04-19T15:00:00;14,510529;0;0,236
2021-04-19T16:00:00;13,820529;0;0,236
2021-04-19T17:00:00;13,540529;0;0,234
2021-04-19T18:00:00;12,680529;0;0,234
2021-04-19T19:00:00;11,150529;0;0,234
2021-04-19T20:00:00;9,820529;0;0,234
2021-04-19T21:00:00;9,000529;0;0,235
2021-04-19T22:00:00;8,910529;0;0,235
2021-04-19T23:00:00;8,320529;0;0,235
2021-04-20T00:00:00;7,4705286;0;0,235
2021-04-20T01:00:00;6,8905287;0;0,235
2021-04-20T02:00:00;6,3505287;0;0,235
2021-04-20T03:00:00;5,7205286;0;0,235
2021-04-20T04:00:00;5,3005285;0;0,235
2021-04-20T05:00:00;5,3205285;0;0,235
2021-04-20T06:00:00;6,1405287;0;0,235
2021-04-20T07:00:00;8,080529;0;0,235
2021-04-20T08:00:00;10,490529;0;0,234
2021-04-20T09:00:00;12,740529;0;0,234
2021-04-20T10:00:00;14,030529;0;0,233
2021-04-20T11:00:00;14,970529;0;0,232
2021-04-20T12:00:00;15,340529;0;0,236
2021-04-20T13:00:00;15,920529;0;0,235
2021-04-20T14:00:00;16,240528;0;0,234
2021-04-20T15:00:00;16,350529;0;0,234
2021-04-20T16:00:00;16,20053;0;0,233
2021-04-20T17:00:00;15,840529;0;0,232
2021-04-20T18:00:00;15,000529;0;0,232
2021-04-20T19:00:00;14,160529;0;0,232
2021-04-20T20:00:00;12,410529;0;0,232
2021-04-20T21:00:00;10,090529;0;0,232
2021-04-20T22:00:00;9,310529;0;0,232
2021-04-20T23:00:00;8,910529;0;0,232
2021-04-21T00:00:00;8,180529;0;0,232
2021-04-21T01:00:00;7,5005283;0;0,232
2021-04-21T02:00:00;6,9205284;0;0,232
2021-04-21T03:00:00;6,3305287;0;0,232
2021-04-21T04:00:00;6,1705284;0;0,232
2021-04-21T05:00:00;6,3205285;0;0,232
2021-04-21T06:00:00;7,1605287;0;0,232
2021-04-21T07:00:00;9,3005295;0;0,232
2021-04-21T08:00:00;12,180529;0;0,232
2021-04-21T09:00:00;14,500529;0;0,231
2021-04-21T10:00:00;15,930529;0;0,231
2021-04-21T11:00:00;15,940529;0;0,23
2021-04-21T12:00:00;16,860529;0;0,24
2021-04-21T13:00:00;17,21053;0;0,239
2021-04-21T14:00:00;17,30053;0;0,238
2021-04-21T15:00:00;17,21053;0;0,237
2021-04-21T16:00:00;16,89053;0;0,236
2021-04-21T17:00:00;16,240528;0;0,236
2021-04-21T18:00:00;15,340529;0;0,235
2021-04-21T19:00:00;14,070529;0;0,235
2021-04-21T20:00:00;13,060529;0;0,235
2021-04-21T21:00:00;11,970529;0;0,235
2021-04-21T22:00:00;10,8005295;0;0,235
2021-04-21T23:00:00;10,700529;0;0,235
2021-04-22T00:00:00;10,520529;0;0,236
2021-04-22T01:00:00;10,0505295;0;0,236
2021-04-22T02:00:00;9,530529;0;0,236
2021-04-22T03:00:00;8,990529;0;0,236
2021-04-22T04:00:00;8,110529;0;0,236
2021-04-22T05:00:00;6,0105286;0;0,236
2021-04-22T06:00:00;6,8605285;0;0,236
2021-04-22T07:00:00;8,410529;0;0,236
2021-04-22T08:00:00;9,490529;0;0,235
2021-04-22T09:00:00;10,900529;0;0,235
2021-04-22T10:00:00;12,740529;0;0,234
2021-04-22T11:00:00;14,040529;0;0,233
2021-04-22T12:00:00;15,830529;0;0,233
2021-04-22T13:00:00;16,64053;0;0,231
2021-04-22T14:00:00;16,89053;0;0,23
2021-04-22T15:00:00;16,95053;0;0,23
2021-04-22T16:00:00;16,740528;0;0,229
2021-04-22T17:00:00;15,760529;0;0,229
2021-04-22T18:00:00;13,750529;0;0,228
2021-04-22T19:00:00;11,950529;0;0,228
2021-04-22T20:00:00;11,030529;0;0,228
2021-04-22T21:00:00;9,880529;0;0,228
2021-04-22T22:00:00;8,710529;0;0,227
2021-04-22T23:00:00;7,1105285;0;0,227
2021-04-23T00:00:00;6,1705284;0;0,227
2021-04-23T01:00:00;5,0205283;0;0,227
2021-04-23T02:00:00;3,8405285;0;0,227
2021-04-23T03:00:00;3,1005285;0;0,227
2021-04-23T04:00:00;2,6405284;0;0,227
2021-04-23T05:00:00;2,4205287;0;0,227
2021-04-23T06:00:00;3,8505285;0;0,227
2021-04-23T07:00:00;6,5205283;0;0,227
2021-04-23T08:00:00;10,160529;0;0,227
2021-04-23T09:00:00;13,380529;0;0,226
2021-04-23T10:00:00;15,130529;0;0,226
2021-04-23T11:00:00;16,010529;0;0,225
2021-04-23T12:00:00;16,250528;0;0,226
2021-04-23T13:00:00;17,56053;0;0,224
2021-04-23T14:00:00;18,600529;0;0,223
2021-04-23T15:00:00;19,170528;0;0,223
2021-04-23T16:00:00;19,030529;0;0,222
2021-04-23T17:00:00;18,56053;0;0,222
2021-04-23T18:00:00;17,180529;0;0,221
2021-04-23T19:00:00;15,320529;0;0,221
2021-04-23T20:00:00;12,250529;0;0,221
2021-04-23T21:00:00;9,870529;0;0,221
2021-04-23T22:00:00;8,240529;0;0,221
2021-04-23T23:00:00;7,1105285;0;0,221
2021-04-24T00:00:00;5,8905287;0;0,221
2021-04-24T01:00:00;5,040529;0;0,221
2021-04-24T02:00:00;4,4905286;0;0,221
2021-04-24T03:00:00;4,3605285;0;0,221
2021-04-24T04:00:00;4,290529;0;0,221
2021-04-24T05:00:00;3,9205287;0;0,221
2021-04-24T06:00:00;5,540529;0;0,221
2021-04-24T07:00:00;8,420529;0;0,221
2021-04-24T08:00:00;11,270529;0;0,221
2021-04-24T09:00:00;13,960529;0;0,22
2021-04-24T10:00:00;16,06053;0;0,22
2021-04-24T11:00:00;17,600529;0;0,218
2021-04-24T12:00:00;18,31053;0;0,222
2021-04-24T13:00:00;19,270529;0;0,221
2021-04-24T14:00:00;19,830528;0;0,221
2021-04-24T15:00:00;19,97053;0;0,22
2021-04-24T16:00:00;19,750528;0;0,219
2021-04-24T17:00:00;19,170528;0;0,219
2021-04-24T18:00:00;17,750528;0;0,218
2021-04-24T19:00:00;14,980529;0;0,218
2021-04-24T20:00:00;12,690529;0;0,218
2021-04-24T21:00:00;11,120529;0;0,218
2021-04-24T22:00:00;10,230529;0;0,218
2021-04-24T23:00:00;9,260529;0;0,218
2021-04-25T00:00:00;8,430529;0;0,218
2021-04-25T01:00:00;7,7605286;0;0,218
2021-04-25T02:00:00;7,1805286;0;0,218
2021-04-25T03:00:00;7,3705287;0;0,218
2021-04-25T04:00:00;6,4505286;0;0,218
2021-04-25T05:00:00;6,4105287;0;0,218
2021-04-25T06:00:00;7,0705285;0;0,218
2021-04-25T07:00:00;8,380529;0;0,218
2021-04-25T08:00:00;10,250529;0;0,217
2021-04-25T09:00:00;12,610529;0;0,217
2021-04-25T10:00:00;15,060529;0;0,216
2021-04-25T11:00:00;16,990528;0;0,216
2021-04-25T12:00:00;17,260529;0;0,227
2021-04-25T13:00:00;18,590528;0;0,227
2021-04-25T14:00:00;19,23053;0;0,226
2021-04-25T15:00:00;19,250528;0;0,225
2021-04-25T16:00:00;18,680529;0;0,224
2021-04-25T17:00:00;17,57053;0;0,224
2021-04-25T18:00:00;16,920528;0;0,223
2021-04-25T19:00:00;14,970529;0;0,223
2021-04-25T20:00:00;12,790529;0;0,223
2021-04-25T21:00:00;10,940529;0;0,223
2021-04-25T22:00:00;9,250529;0;0,223
2021-04-25T23:00:00;7,4905286;0;0,223
2021-04-26T00:00:00;6,7705283;0;0,223
2021-04-26T01:00:00;6,2605286;0;0,223
2021-04-26T02:00:00;5,0605288;0;0,223
2021-04-26T03:00:00;4,5505285;0;0,223
2021-04-26T04:00:00;4,2805285;0;0,223
2021-04-26T05:00:00;4,2705283;0;0,223
2021-04-26T06:00:00;5,0705285;0;0,222
2021-04-26T07:00:00;6,5705285;0;0,222
2021-04-26T08:00:00;8,210529;0;0,222
2021-04-26T09:00:00;9,910529;0;0,222
2021-04-26T10:00:00;12,620529;0;0,221
2021-04-26T11:00:00;14,910529;0;0,22
2021-04-26T12:00:00;16,090528;0;0,222
2021-04-26T13:00:00;18,510529;0;0,221
2021-04-26T14:00:00;18,82053;0;0,22
2021-04-26T15:00:00;18,930529;0;0,219
2021-04-26T16:00:00;18,71053;0;0,219
2021-04-26T17:00:00;18,06053;0;0,218
2021-04-26T18:00:00;16,840528;0;0,218
2021-04-26T19:00:00;14,660529;0;0,217
2021-04-26T20:00:00;12,510529;0;0,217
2021-04-26T21:00:00;11,030529;0;0,217
2021-04-26T22:00:00;10,740529;0;0,217
2021-04-26T23:00:00;8,350529;0;0,217
2021-04-27T00:00:00;5,8405285;0;0,217
2021-04-27T01:00:00;4,9005284;0;0,217
2021-04-27T02:00:00;3,5705285;0;0,217
2021-04-27T03:00:00;2,8605285;0;0,217
2021-04-27T04:00:00;2,6105285;0;0,217
2021-04-27T05:00:00;2,2505286;0;0,217
2021-04-27T06:00:00;2,9305286;0;0,217
2021-04-27T07:00:00;4,9705286;0;0,216
2021-04-27T08:00:00;7,3105288;0;0,216
2021-04-27T09:00:00;9,430529;0;0,216
2021-04-27T10:00:00;11,680529;0;0,215
2021-04-27T11:00:00;14,240529;0;0,215
2021-04-27T12:00:00;16,770529;0;0,214
2021-04-27T13:00:00;17,87053;0;0,213
2021-04-27T14:00:00;18,45053;0;0,213
2021-04-27T15:00:00;18,750528;0;0,212
2021-04-27T16:00:00;18,660528;0;0,211
2021-04-27T17:00:00;18,13053;0;0,211
2021-04-27T18:00:00;17,250528;0;0,211
2021-04-27T19:00:00;15,8005295;0;0,211
2021-04-27T20:00:00;14,520529;0;0,211
2021-04-27T21:00:00;13,200529;0;0,211
2021-04-27T22:00:00;12,460529;0;0,211
2021-04-27T23:00:00;12,210529;0;0,211
2021-04-28T00:00:00;11,750529;0;0,211
2021-04-28T01:00:00;11,530529;0;0,211
2021-04-28T02:00:00;11,780529;0;0,211
2021-04-28T03:00:00;11,020529;0;0,211
2021-04-28T04:00:00;10,410529;0;0,211
2021-04-28T05:00:00;10,760529;0;0,211
2021-04-28T06:00:00;10,840529;0,1;0,212
2021-04-28T07:00:00;10,700529;1,6;0,224
2021-04-28T08:00:00;10,860529;1,3;0,235
2021-04-28T09:00:00;13,830529;0,1;0,236
2021-04-28T10:00:00;16,000528;0;0,236
2021-04-28T11:00:00;17,80053;0;0,235
2021-04-28T12:00:00;18,90053;0;0,214
2021-04-28T13:00:00;19,04053;0;0,213
2021-04-28T14:00:00;18,96053;0;0,213
2021-04-28T15:00:00;19,29053;0;0,212
2021-04-28T16:00:00;18,13053;0;0,212
2021-04-28T17:00:00;17,72053;0;0,212
2021-04-28T18:00:00;16,79053;0;0,211
2021-04-28T19:00:00;15,770529;0;0,211
2021-04-28T20:00:00;14,440529;0,4;0,215
2021-04-28T21:00:00;12,660529;1,1;0,223
2021-04-28T22:00:00;10,750529;0,1;0,225
2021-04-28T23:00:00;9,740529;0,7;0,23
2021-04-29T00:00:00;9,540529;1,1;0,24
2021-04-29T01:00:00;9,870529;0,3;0,243
2021-04-29T02:00:00;10,160529;0;0,243
2021-04-29T03:00:00;9,860529;0;0,243
2021-04-29T04:00:00;9,910529;0;0,243
2021-04-29T05:00:00;10,670529;0;0,243
2021-04-29T06:00:00;12,0505295;0;0,242
2021-04-29T07:00:00;13,450529;0;0,242
2021-04-29T08:00:00;14,0505295;0;0,241
2021-04-29T09:00:00;13,680529;0;0,241
2021-04-29T10:00:00;14,810529;0;0,24
2021-04-29T11:00:00;15,150529;0;0,239
2021-04-29T12:00:00;13,790529;0;0,237
2021-04-29T13:00:00;13,920529;0;0,237
2021-04-29T14:00:00;14,680529;0;0,236
2021-04-29T15:00:00;15,410529;0;0,236
2021-04-29T16:00:00;15,470529;0;0,235
2021-04-29T17:00:00;14,970529;0;0,235
2021-04-29T18:00:00;14,290529;0;0,234
2021-04-29T19:00:00;13,560529;0;0,234
2021-04-29T20:00:00;13,000529;0;0,234
2021-04-29T21:00:00;12,600529;0;0,234
2021-04-29T22:00:00;12,290529;0;0,234
2021-04-29T23:00:00;11,540529;0;0,234
2021-04-30T00:00:00;10,840529;0;0,234
2021-04-30T01:00:00;10,490529;0;0,233
2021-04-30T02:00:00;9,8005295;0;0,234
2021-04-30T03:00:00;9,520529;0;0,234
2021-04-30T04:00:00;9,100529;0,1;0,235
2021-04-30T05:00:00;9,010529;0,1;0,236
2021-04-30T06:00:00;9,530529;0,1;0,237
2021-04-30T07:00:00;10,370529;0,2;0,239
2021-04-30T08:00:00;11,860529;0;0,239
2021-04-30T09:00:00;12,830529;0;0,238
2021-04-30T10:00:00;13,440529;0;0,238
2021-04-30T11:00:00;14,320529;0;0,237
2021-04-30T12:00:00;13,030529;0;0,251
2021-04-30T13:00:00;12,420529;0;0,251
2021-04-30T14:00:00;11,530529;0;0,25
2021-04-30T15:00:00;11,660529;0;0,25
2021-04-30T16:00:00;10,700529;0,1;0,251
2021-04-30T17:00:00;10,140529;0,7;0,256
2021-04-30T18:00:00;9,970529;0;0,256
2021-04-30T19:00:00;9,230529;0,1;0,257
2021-04-30T20:00:00;8,650529;0;0,256
2021-04-30T21:00:00;8,330529;0;0,256
2021-04-30T22:00:00;8,220529;0;0,256
2021-04-30T23:00:00;8,250529;0;0,255
2021-05-01T00:00:00;8,160529;0;0,255
2021-05-01T01:00:00;7,9905286;0,1;0,256
2021-05-01T02:00:00;7,8405285;0;0,256
2021-05-01T03:00:00;7,7805285;0,1;0,257
2021-05-01T04:00:00;7,5105286;0;0,256
2021-05-01T05:00:00;7,4805284;0;0,256
2021-05-01T06:00:00;9,080529;0;0,256
2021-05-01T07:00:00;10,940529;0;0,255
2021-05-01T08:00:00;12,600529;0;0,255
2021-05-01T09:00:00;13,790529;0;0,254
2021-05-01T10:00:00;14,710529;0;0,253
2021-05-01T11:00:00;15,670529;0;0,252
2021-05-01T12:00:00;11,910529;0;0,27
2021-05-01T13:00:00;11,700529;0;0,27
2021-05-01T14:00:00;11,020529;0,6;0,274
2021-05-01T15:00:00;10,790529;0,7;0,279
2021-05-01T16:00:00;10,380529;1;0,286
2021-05-01T17:00:00;9,900529;0,7;0,291
2021-05-01T18:00:00;9,420529;0,8;0,297
2021-05-01T19:00:00;9,000529;0,9;0,303
2021-05-01T20:00:00;8,590529;1,3;0,312
2021-05-01T21:00:00;8,360529;1;0,315
2021-05-01T22:00:00;8,200529;1;0,318
2021-05-01T23:00:00;7,9305286;0,9;0,319
2021-05-02T00:00:00;7,8305287;0,9;0,32
2021-05-02T01:00:00;7,7805285;0,5;0,319
2021-05-02T02:00:00;7,6705284;0,2;0,315
2021-05-02T03:00:00;7,5605288;0,1;0,312
2021-05-02T04:00:00;7,5305285;0;0,308
2021-05-02T05:00:00;7,9305286;0;0,306
2021-05-02T06:00:00;8,520529;0;0,304
2021-05-02T07:00:00;8,770529;0,3;0,304
2021-05-02T08:00:00;9,340529;0,2;0,305
2021-05-02T09:00:00;9,910529;0,3;0,305
2021-05-02T10:00:00;10,430529;0,5;0,307
2021-05-02T11:00:00;9,990529;0,8;0,311
2021-05-02T12:00:00;9,730529;0;0,299
2021-05-02T13:00:00;10,110529;0;0,298
2021-05-02T14:00:00;10,180529;0;0,296
2021-05-02T15:00:00;10,140529;0;0,295
2021-05-02T16:00:00;9,780529;0;0,294
2021-05-02T17:00:00;10,010529;0;0,293
2021-05-02T18:00:00;9,540529;0;0,292
2021-05-02T19:00:00;8,420529;0;0,292
2021-05-02T20:00:00;7,1005287;0;0,291
2021-05-02T21:00:00;5,8205285;0;0,291
2021-05-02T22:00:00;4,3005285;0;0,291
2021-05-02T23:00:00;2,9905286;0;0,29
2021-05-03T00:00:00;3,6705287;0;0,29
2021-05-03T01:00:00;4,2605286;0;0,29
2021-05-03T02:00:00;4,3905287;0;0,29
2021-05-03T03:00:00;4,2305284;0;0,289
2021-05-03T04:00:00;3,7905285;0;0,289
2021-05-03T05:00:00;3,8205285;0;0,289
2021-05-03T06:00:00;5,5905285;0;0,289
2021-05-03T07:00:00;7,2005286;0;0,288
2021-05-03T08:00:00;9,660529;0;0,287
2021-05-03T09:00:00;11,070529;0;0,286
2021-05-03T10:00:00;12,130529;0;0,285
2021-05-03T11:00:00;13,080529;0;0,283
2021-05-03T12:00:00;14,060529;0;0,273
2021-05-03T13:00:00;14,770529;0;0,271
2021-05-03T14:00:00;15,150529;0;0,27
2021-05-03T15:00:00;15,390529;0;0,268
2021-05-03T16:00:00;15,400529;0;0,267
2021-05-03T17:00:00;15,120529;0;0,267
2021-05-03T18:00:00;14,520529;0;0,266
2021-05-03T19:00:00;13,770529;0;0,266
2021-05-03T20:00:00;12,740529;0;0,266
2021-05-03T21:00:00;10,430529;0;0,267
2021-05-03T22:00:00;9,260529;0;0,266
2021-05-03T23:00:00;8,150529;0;0,266
2021-05-04T00:00:00;6,8905287;0;0,266
2021-05-04T01:00:00;7,0105286;0;0,266
2021-05-04T02:00:00;6,9105287;0;0,267
2021-05-04T03:00:00;7,0105286;0;0,267
2021-05-04T04:00:00;7,290529;0;0,267
2021-05-04T05:00:00;9,230529;0;0,267
2021-05-04T06:00:00;12,520529;0;0,267
2021-05-04T07:00:00;13,8005295;0;0,266
2021-05-04T08:00:00;16,04053;0;0,265
2021-05-04T09:00:00;16,690529;0;0,264
2021-05-04T10:00:00;17,420528;0;0,263
2021-05-04T11:00:00;17,70053;0;0,261
2021-05-04T12:00:00;17,56053;0;0,249
2021-05-04T13:00:00;18,170528;0;0,248
2021-05-04T14:00:00;17,40053;0;0,247
2021-05-04T15:00:00;16,63053;0;0,246
2021-05-04T16:00:00;14,330529;0;0,245
2021-05-04T17:00:00;13,400529;0;0,245
2021-05-04T18:00:00;11,120529;0,5;0,248
2021-05-04T19:00:00;10,450529;0,7;0,254
2021-05-04T20:00:00;10,850529;0;0,254
2021-05-04T21:00:00;10,760529;0;0,254
2021-05-04T22:00:00;11,150529;0;0,254
2021-05-04T23:00:00;11,330529;0;0,254
2021-05-05T00:00:00;11,3005295;0;0,254
2021-05-05T01:00:00;11,160529;0;0,254
2021-05-05T02:00:00;11,110529;0;0,254
2021-05-05T03:00:00;11,280529;0;0,254
2021-05-05T04:00:00;11,320529;0;0,252
2021-05-05T05:00:00;10,220529;2,7;0,275
2021-05-05T06:00:00;6,1505284;0,1;0,275
2021-05-05T07:00:00;5,5205283;0,1;0,275
2021-05-05T08:00:00;7,0005283;0;0,274
2021-05-05T09:00:00;8,450529;0;0,273
2021-05-05T10:00:00;9,540529;0;0,271
2021-05-05T11:00:00;10,020529;0;0,27
2021-05-05T12:00:00;10,280529;0;0,27
2021-05-05T13:00:00;10,070529;0;0,269
2021-05-05T14:00:00;10,150529;0;0,267
2021-05-05T15:00:00;10,970529;0;0,266
2021-05-05T16:00:00;10,860529;0;0,264
2021-05-05T17:00:00;10,880529;0;0,263
2021-05-05T18:00:00;10,430529;0;0,262
2021-05-05T19:00:00;9,200529;0;0,262
2021-05-05T20:00:00;8,320529;0;0,261
2021-05-05T21:00:00;8,150529;0;0,261
2021-05-05T22:00:00;7,6805286;0;0,261
2021-05-05T23:00:00;5,9505286;0;0,26
2021-05-06T00:00:00;6,3205285;0;0,26
2021-05-06T01:00:00;6,7805285;0;0,26
2021-05-06T02:00:00;8,450529;0;0,26
2021-05-06T03:00:00;7,6205287;0;0,26
2021-05-06T04:00:00;8,070529;0;0,259
2021-05-06T05:00:00;8,520529;0;0,259
2021-05-06T06:00:00;9,610529;0;0,259
2021-05-06T07:00:00;10,700529;0;0,259
2021-05-06T08:00:00;11,120529;0;0,258
2021-05-06T09:00:00;11,190529;0;0,257
2021-05-06T10:00:00;10,790529;0;0,257
2021-05-06T11:00:00;11,270529;0,1;0,257
2021-05-06T12:00:00;11,500529;0,1;0,275
2021-05-06T13:00:00;10,860529;1,2;0,283
2021-05-06T14:00:00;11,290529;0,8;0,289
2021-05-06T15:00:00;13,120529;1,6;0,302
2021-05-06T16:00:00;12,200529;2,7;0,321
2021-05-06T17:00:00;13,910529;0,2;0,315
2021-05-06T18:00:00;12,960529;0;0,309
2021-05-06T19:00:00;11,620529;0;0,305
2021-05-06T20:00:00;11,120529;0;0,302
2021-05-06T21:00:00;11,170529;0;0,3
2021-05-06T22:00:00;10,850529;0;0,298
2021-05-06T23:00:00;10,870529;0;0,296
2021-05-07T00:00:00;10,220529;0,3;0,297
2021-05-07T01:00:00;9,500529;0,8;0,302
2021-05-07T02:00:00;8,220529;0,7;0,307
2021-05-07T03:00:00;6,8405285;0;0,304
2021-05-07T04:00:00;6,5505285;0;0,302
2021-05-07T05:00:00;6,1305285;0;0,3
2021-05-07T06:00:00;6,2005286;0;0,299
2021-05-07T07:00:00;6,8005285;0;0,298
2021-05-07T08:00:00;7,5005283;0,1;0,297
2021-05-07T09:00:00;8,980529;0;0,296
2021-05-07T10:00:00;9,140529;0;0,294
2021-05-07T11:00:00;9,520529;0;0,292
2021-05-07T12:00:00;12,430529;0;0,297
2021-05-07T13:00:00;13,180529;0;0,295
2021-05-07T14:00:00;13,620529;0;0,293
2021-05-07T15:00:00;13,880529;0;0,291
2021-05-07T16:00:00;13,720529;0;0,289
2021-05-07T17:00:00;13,470529;0;0,288
2021-05-07T18:00:00;12,850529;0;0,287
2021-05-07T19:00:00;11,640529;0;0,287
2021-05-07T20:00:00;10,270529;0;0,287
2021-05-07T21:00:00;8,390529;0;0,287
2021-05-07T22:00:00;6,9305286;0;0,287
2021-05-07T23:00:00;6,6105285;0;0,287
2021-05-08T00:00:00;7,2805285;0;0,287
2021-05-08T01:00:00;6,9005284;0;0,287
2021-05-08T02:00:00;5,8705287;0;0,287
2021-05-08T03:00:00;5,1405287;0;0,287
2021-05-08T04:00:00;5,0905285;0;0,288
2021-05-08T05:00:00;5,2005286;0;0,288
2021-05-08T06:00:00;7,1505284;0;0,287
2021-05-08T07:00:00;11,310529;0;0,287
2021-05-08T08:00:00;14,020529;0;0,286
2021-05-08T09:00:00;15,600529;0;0,285
2021-05-08T10:00:00;16,850529;0;0,284
2021-05-08T11:00:00;17,79053;0;0,282
2021-05-08T12:00:00;17,940529;0;0,265
2021-05-08T13:00:00;18,940529;0;0,263
2021-05-08T14:00:00;19,72053;0;0,262
2021-05-08T15:00:00;20,29053;0;0,261
2021-05-08T16:00:00;20,70053;0;0,26
2021-05-08T17:00:00;20,740528;0;0,26
2021-05-08T18:00:00;20,21053;0;0,259
2021-05-08T19:00:00;18,87053;0;0,259
2021-05-08T20:00:00;17,45053;0;0,259
2021-05-08T21:00:00;14,280529;0;0,259
2021-05-08T22:00:00;12,280529;0;0,259
2021-05-08T23:00:00;10,470529;0;0,259
2021-05-09T00:00:00;8,880529;0;0,259
2021-05-09T01:00:00;7,6105285;0;0,259
2021-05-09T02:00:00;7,4705286;0;0,259
2021-05-09T03:00:00;7,3805285;0;0,259
2021-05-09T04:00:00;7,4905286;0;0,26
2021-05-09T05:00:00;8,740529;0;0,26
2021-05-09T06:00:00;12,400529;0;0,26
2021-05-09T07:00:00;16,14053;0;0,259
2021-05-09T08:00:00;19,40053;0;0,259
2021-05-09T09:00:00;21,81053;0;0,258
2021-05-09T10:00:00;24,180529;0;0,256
2021-05-09T11:00:00;25,62053;0;0,255
2021-05-09T12:00:00;26,750528;0;0,252
2021-05-09T13:00:00;27,20053;0;0,25
2021-05-09T14:00:00;27,530529;0;0,249
2021-05-09T15:00:00;27,510529;0;0,247
2021-05-09T16:00:00;27,020529;0;0,246
2021-05-09T17:00:00;26,29053;0;0,245
2021-05-09T18:00:00;25,280529;0;0,245
2021-05-09T19:00:00;23,13053;0;0,245
2021-05-09T20:00:00;20,030529;0;0,245
2021-05-09T21:00:00;17,71053;0;0,245
2021-05-09T22:00:00;17,860529;0;0,245
2021-05-09T23:00:00;16,100529;0;0,245
2021-05-10T00:00:00;15,100529;0;0,244
2021-05-10T01:00:00;14,890529;0;0,244
2021-05-10T02:00:00;14,770529;0;0,244
2021-05-10T03:00:00;13,500529;0;0,244
2021-05-10T04:00:00;13,3005295;0;0,244
2021-05-10T05:00:00;13,940529;0;0,244
2021-05-10T06:00:00;14,950529;0;0,244
2021-05-10T07:00:00;17,680529;0,1;0,244
2021-05-10T08:00:00;16,430529;0;0,244
2021-05-10T09:00:00;17,100529;0;0,244
2021-05-10T10:00:00;17,72053;0;0,243
2021-05-10T11:00:00;15,960529;0;0,243
2021-05-10T12:00:00;16,64053;0;0,238
2021-05-10T13:00:00;16,20053;0;0,237
2021-05-10T14:00:00;15,870529;0;0,237
2021-05-10T15:00:00;16,780529;0;0,237
2021-05-10T16:00:00;16,71053;0;0,237
2021-05-10T17:00:00;17,15053;0;0,237
2021-05-10T18:00:00;16,010529;0;0,237
2021-05-10T19:00:00;14,880529;0;0,237
2021-05-10T20:00:00;14,3005295;0;0,238
2021-05-10T21:00:00;14,000529;0;0,238
2021-05-10T22:00:00;13,830529;0,2;0,24
2021-05-10T23:00:00;13,540529;0;0,24
2021-05-11T00:00:00;13,370529;0;0,24
2021-05-11T01:00:00;12,980529;0;0,241
2021-05-11T02:00:00;11,340529;0;0,241
2021-05-11T03:00:00;11,410529;0;0,241
2021-05-11T04:00:00;11,580529;0;0,241
2021-05-11T05:00:00;11,220529;0,6;0,246
2021-05-11T06:00:00;11,390529;0,4;0,249
2021-05-11T07:00:00;12,100529;0;0,249
2021-05-11T08:00:00;13,190529;0;0,249
2021-05-11T09:00:00;14,120529;0;0,249
2021-05-11T10:00:00;14,610529;0;0,248
2021-05-11T11:00:00;16,920528;0;0,248
2021-05-11T12:00:00;11,910529;2;0,302
2021-05-11T13:00:00;11,610529;2,9;0,321
2021-05-11T14:00:00;12,100529;0,9;0,319
2021-05-11T15:00:00;12,000529;0,8;0,318
2021-05-11T16:00:00;11,280529;1,6;0,324
2021-05-11T17:00:00;11,230529;1,8;0,328
2021-05-11T18:00:00;11,210529;0,8;0,324
2021-05-11T19:00:00;10,520529;0,4;0,32
2021-05-11T20:00:00;10,400529;0,2;0,316
2021-05-11T21:00:00;11,160529;0,2;0,313
2021-05-11T22:00:00;10,930529;0,3;0,313
2021-05-11T23:00:00;10,220529;0,3;0,312
2021-05-12T00:00:00;9,960529;0,3;0,312
2021-05-12T01:00:00;9,910529;0,3;0,313
2021-05-12T02:00:00;10,090529;1,1;0,319
2021-05-12T03:00:00;9,390529;0,2;0,317
2021-05-12T04:00:00;8,900529;0,1;0,314
2021-05-12T05:00:00;8,670529;0;0,311
